"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","uvi","pol","mepaqi","pm1","time_estern"
"3406","Shinkaicho, Tokoname, Aichi",30,3884,34.8865503,136.8372081,"http://aqicn.org/city/japan/tokonameshi/tokonameshihokensenta/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,10,1.5,3.8,30,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3407","Inabucho, Inazawa, Aichi",30,3885,35.2481104,136.7800487,"http://aqicn.org/city/japan/inazawashi/inazawashiyakusho/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,11,1.5,7.5,30,1.2,32,4.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3408","Hirai, Shinshiro, Aichi",42,3886,34.9115975,137.5062776,"http://aqicn.org/city/japan/xinchengshi/xinchengxiaofangshu/","pm25","2017-03-28 02:00:00","+09:00",7.41,100,1019.03,3,1.5,4.7,42,2.3,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3409","Momoyamacho, Obu, Aichi",21,3887,35.0137257,136.963318,"http://aqicn.org/city/japan/dafushi/dafuxiaoxuexiao/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,3,1.5,6.5,21,3.4,34.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3410","Aokicho, Takahama, Aichi",30,3888,34.9237439,136.9888854,"http://aqicn.org/city/japan/gaobinshi/gaobinxiaoxuexiao/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,10,1.5,8.4,30,1.2,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3411","Kodacho, Tahara, Aichi",34,3889,34.6228563,137.1083528,"http://aqicn.org/city/japan/tianyuanshi/tianyuanshigutianding/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,11,1.5,3.8,34,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3412","Yazakogondai, Nagakute, Aichi",21,3890,35.178368,137.0521255,"http://aqicn.org/city/japan/nagakuteshi/nagakutechugakko/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,20,1.5,7.5,21,3.4,25.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3413","Haruki, Aichi",21,3891,35.0935376,137.0547944,"http://aqicn.org/city/japan/aichiguntogomachi/togomachiharuki/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,10,NA,7.5,21,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3414","Moriyama, Moriyama, Shiga",25,3892,35.0633088,135.9856885,"http://aqicn.org/city/japan/shoushanshi/shoushan/","pm25","2017-03-28 01:00:00","+09:00",-0.79,91,1010.51,13,NA,33.4,25,3.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3415","Livermore - Rincon, Alameda, California",27,3893,37.6875,-121.7842,"http://aqicn.org/city/california/alameda/livermore-rincon/","o3","2017-03-27 09:00:00","-07:00",10.7,71,1023,11,0.3,2.8,25,4.3,27.2,3,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3416","Oakland - East, Alameda, California",38,3894,37.74306,-122.16994,"http://aqicn.org/city/california/alameda/oakland-east/","pm25","2017-03-27 09:00:00","-07:00",14.29,67,1023,NA,0.3,11.2,38,4.3,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3417","Oakland - West, Alameda, California",53,3895,37.8148,-122.28236,"http://aqicn.org/city/california/alameda/oakland-west/","pm25","2017-03-27 09:00:00","-07:00",14.29,67,1023,NA,0.5,10.2,53,4.4,25,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3418","Concord, Contra Costa, California",28,3896,37.936,-122.0262,"http://aqicn.org/city/california/contra-costa/concord/","o3","2017-03-27 09:00:00","-07:00",10.3,76.4,1023,NA,2.9,2.8,25,3.9,27.5,1.3,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3419","San Pablo-Rumrill, Contra Costa, California",34,3897,37.9604,-122.35685,"http://aqicn.org/city/california/contra-costa/san-pablo-rumrill/","pm25","2017-03-27 09:00:00","-07:00",14.29,67,1023,NA,1.5,2.8,34,3.8,29.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3420","San Rafael, Marin, California",34,3898,37.9723,-122.52011,"http://aqicn.org/city/california/marin/san-rafael/","pm25","2017-03-27 09:00:00","-07:00",13.39,68,1016,NA,1.5,10.2,34,6.4,23.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3421","Napa-Jefferson Avenue, Napa, California",30,3899,38.31097,-122.29616,"http://aqicn.org/city/california/napa/napa-jefferson-avenue/","pm25","2017-03-27 09:00:00","-07:00",14.29,67,1023,NA,1.5,5.6,30,4.5,16,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3422","San Francisco-Arkansas Street, San Francisco, California",30,3900,37.76595,-122.39902,"http://aqicn.org/city/california/san-francisco/san-francisco-arkansas-street/","pm25","2017-03-27 09:00:00","-07:00",14.29,67,1023,NA,0.5,7.5,30,1.6,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3423","Redwood City, San Mateo, California",46,3901,37.48293,-122.20348,"http://aqicn.org/city/california/san-mateo/redwood-city/","pm25","2017-03-27 09:00:00","-07:00",12.15,81,1024,NA,0.3,18.6,46,4.9,10.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3424","San Jose - Jackson St, Santa Clara, California",28,3902,37.34849,-121.89494,"http://aqicn.org/city/california/santa-clara/san-jose-jackson-st/","o3","2017-03-27 09:00:00","-07:00",12.15,81,1024,NA,0.3,6.5,25,2.4,28.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3425","Vallejo, Solano, California",30,3903,38.10251,-122.238,"http://aqicn.org/city/california/solano/vallejo/","pm25","2017-03-27 09:00:00","-07:00",11.8,72.3,1023,NA,1.5,1.9,30,3.6,26.8,2.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3426","Gilroy-9th Street, Santa Clara, California",30,3904,36.99958,-121.57466,"http://aqicn.org/city/california/santa-clara/gilroy-9th-street/","o3","2017-03-27 09:00:00","-07:00",12.5,69.2,1024,17,NA,11.2,25,5.6,29.9,3.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3427","Athens",50,3905,33.945833,-83.372222,"http://aqicn.org/city/georgia/athens/","pm25","2017-03-27 11:00:00","-05:00",20.42,73,1020,NA,NA,NA,50,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3428","South DeKalb",30,3906,33.68797,-84.29048,"http://aqicn.org/city/georgia/south-dekalb/","o3","2017-03-27 11:00:00","-05:00",22.35,56,1019,26,1.5,1.9,9,2,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3429","Augusta",26,3908,33.433349,-82.022217,"http://aqicn.org/city/georgia/augusta/","o3","2017-03-27 11:00:00","-05:00",NA,NA,NA,NA,1.5,NA,25,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3430","Warner Robins",46,3909,32.6056,-83.5979,"http://aqicn.org/city/georgia/warner-robins/","pm25","2017-03-27 11:00:00","-05:00",22.1,65,1019,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3431","Gainesville",NA,3910,34.3003,-83.8139,"http://aqicn.org/city/georgia/gainesville/","","","-0500",10.75,60.5,998.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3432","Rome",NA,3911,34.26054,-85.32333,"http://aqicn.org/city/georgia/rome/","","2016-10-11 13:00:00","-0500",21.92,41,1006.72,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3433","Rossville",63,3912,34.9789,-85.3009,"http://aqicn.org/city/georgia/rossville/","pm25","2017-03-27 11:00:00","-05:00",22.15,68,1018,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3434","Albany",19,6440,-35.0238227,117.8847286,"http://aqicn.org/city/australia/western/albany/","pm10","2017-03-28 01:00:00","+08:00",8.4,87,1021,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3435","Albany",21,3913,31.576917,-84.100194,"http://aqicn.org/city/georgia/albany/","pm25","2017-03-27 11:00:00","-05:00",24.035,66.5,1021.5,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3436","Confederate Ave.",41,3914,33.720192,-84.357056,"http://aqicn.org/city/georgia/confederate-ave./","pm25","2017-03-27 11:00:00","-05:00",22.93,60,1019,NA,2.9,NA,41,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3437","Gwinnett Tech",30,3915,33.96127,-84.06901,"http://aqicn.org/city/georgia/gwinnett-tech/","pm25","2017-03-27 11:00:00","-05:00",NA,NA,NA,NA,NA,NA,30,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3438","McDonough",29,3916,33.4347,-84.1617,"http://aqicn.org/city/georgia/mcdonough/","o3","2017-03-27 11:00:00","-05:00",NA,NA,NA,NA,NA,NA,52,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3439","Newnan",26,3917,33.40404,-84.745988,"http://aqicn.org/city/georgia/newnan/","o3","2017-03-27 11:00:00","-05:00",23.58,57,998.03,NA,NA,NA,25,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3440","Columbus Airport",30,3918,32.521302,-84.944795,"http://aqicn.org/city/georgia/columbus-airport/","pm25","2017-03-27 11:00:00","-05:00",23.58,57,998.03,NA,NA,NA,30,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3441","Macon",35,3919,32.805408,-83.543521,"http://aqicn.org/city/georgia/macon/","pm25","2017-03-27 11:00:00","-05:00",22.1,65,1019,NA,NA,NA,35,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3442","Lathrop",3,3920,32.090457,-81.130378,"http://aqicn.org/city/georgia/lathrop/","pm25","2017-03-27 10:00:00","-05:00",24,64,1021,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3443","Valdosta",25,3921,30.8486,-83.2933,"http://aqicn.org/city/georgia/valdosta/","pm25","2017-03-27 11:00:00","-05:00",NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3444","Takayokosukamachi, Tokai, Aichi",68,3922,35.0122768,136.8907153,"http://aqicn.org/city/japan/tokaishi/tokaishiyokosukashogakko/","pm25","2017-03-28 02:00:00","+09:00",-0.44,91,1019,25,12.9,31.5,68,3.4,12.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3445","Hirodaiotamachi, Kanagawa",42,3923,35.4770927,139.6293724,"http://aqicn.org/city/japan/yokohamashikanagawaku/kanagawakusogochosha/","pm25","2017-03-28 02:00:00","+09:00",4.68,65,1014,8,2.9,38,42,8.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3446","Sakuragaoka, Kanagawa",NA,3924,35.4516456,139.5853695,"http://aqicn.org/city/japan/yokohamashihodogayaku/hodogayakusakuragaokakoko/","","2017-03-28 02:00:00","+09:00",4.27,75,1014,12,1.5,36.2,42,11.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3447","Mamedocho, Kanagawa",38,3925,35.519055,139.6330355,"http://aqicn.org/city/japan/yokohamashikohokuku/kohokukusogochosha/","pm25","2017-03-28 02:00:00","+09:00",4.27,75,1014,13,2.9,44.5,38,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3448","Minamiseya, Kanagawa",38,3926,35.457444,139.48653,"http://aqicn.org/city/japan/yokohamashiseyaku/seyakuminamiseyashogakko/","pm25","2017-03-28 02:00:00","+09:00",4.83,65,1014,14,2.9,28.8,38,11.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3449","Tanushimarumachi Tanushimaru, Kurume, Fukuoka",55,3927,33.3490532,130.6905942,"http://aqicn.org/city/japan/jiuliumishi/tianzhuwanzhongxuexiao/","pm25","2017-03-28 02:00:00","+09:00",4.51,60,1020,7,1.5,5.6,55,NA,31.2,2.4,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3450","Tuen Mun",87,3928,22.390373,113.97628,"http://aqicn.org/city/hongkong/tuen-mun/","pm25","2017-03-28 01:00:00","+08:00",20,56,1021,55,2.7,11.5,87,6.4,46.1,7.2,NA,90,11,0.1,NA,NA,NA,2017-03-27 17:10:11
"3451","Porajów, Warszawa, Mazowieckie",NA,3929,52.3141133,20.9582487,"http://aqicn.org/city/poland/mazowieckie/warszawa/porajow/","","2016-05-29 08:00:00","+02:00",29.18,37,1012,NA,0.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3452","Haengsin-dong, Goyang-si, Gyeonggi",155,3930,37.637246,126.832204,"http://aqicn.org/city/korea/gyeonggi/goyang-si/haengsin-dong/","pm25","2017-03-28 02:00:00","+09:00",-0.4,92,1022.1,63,7.2,38,155,8.9,3.2,1.4,0.1,67.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3453","Byeoryang-dong, Gwacheon-si, Gyeonggi",129,3931,37.423889,126.994512,"http://aqicn.org/city/korea/gyeonggi/gwacheon-si/byeoryang-dong/","pm25","2017-03-28 02:00:00","+09:00",4.1,82,1022.2,65,5.8,54.4,129,10,4,0.9,0.5,247.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3454","Cheolsan-dong, Gwangmyeong-si, Gyeonggi",117,3932,37.476221,126.86981,"http://aqicn.org/city/korea/gyeonggi/gwangmyeong-si/cheolsan-dong/","pm25","2017-03-28 02:00:00","+09:00",4.1,82,1022.2,57,8.6,32.5,117,6.7,13.6,0.9,0.5,247.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3455","Donggu-dong, Guri-si, Gyeonggi",139,3933,37.61845,127.13832,"http://aqicn.org/city/korea/gyeonggi/guri-si/donggu-dong/","pm25","2017-03-28 02:00:00","+09:00",4.1,82,1022.2,71,4.3,38,139,6.7,4.8,0.9,0.5,247.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3456","Dang-dong, Gunpo-si, Gyeonggi",86,3934,37.35368,126.945156,"http://aqicn.org/city/korea/gyeonggi/gunpo-si/dang-dong/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,86,8.6,52.2,NA,7.8,6.4,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3457","Tongjin-eup, Gimpo-si, Gyeonggi",153,3935,37.6919,126.597324,"http://aqicn.org/city/korea/gyeonggi/gimpo-si/tongjin-eup/","pm25","2017-03-28 02:00:00","+09:00",2,81,1022.3,75,4.3,17.6,153,11.2,1.6,0.4,6.5,315,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3458","Sau-dong, Gimpo-si, Gyeonggi",71,3936,37.619335,126.716748,"http://aqicn.org/city/korea/gyeonggi/gimpo-si/sau-dong/","pm10","2017-03-28 02:00:00","+09:00",-0.4,92,1022.1,71,5.8,33.4,NA,8.9,9.6,1.4,0.1,67.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3459","Sang, Bucheon-si, Gyeonggi",156,3937,37.493927,126.770095,"http://aqicn.org/city/korea/gyeonggi/bucheon-si/sang/","pm25","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,65,8.6,32.5,156,6.7,13.6,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3460","Simgok-dong, Bucheon-si, Gyeonggi",157,3938,37.480006,126.799936,"http://aqicn.org/city/korea/gyeonggi/bucheon-si/simgok-dong/","pm25","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,68,10,56.6,157,6.7,7.3,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3461","Nae-dong, Bucheon-si, Gyeonggi",139,3939,37.519908,126.773668,"http://aqicn.org/city/korea/gyeonggi/bucheon-si/nae-dong/","pm25","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,50,12.9,25.1,139,8.9,19.2,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3462","Jeongja, Seongnam-si, Gyeonggi",65,3940,37.361416,127.11153,"http://aqicn.org/city/korea/gyeonggi/seongnam-si/jeongja/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,65,5.8,49.1,NA,11.2,4,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3463","Dandae-dong, Seongnam-si, Gyeonggi",119,3941,37.449479,127.155512,"http://aqicn.org/city/korea/gyeonggi/seongnam-si/dandae-dong/","pm25","2017-03-28 02:00:00","+09:00",4.1,82,1022.2,65,5.8,52.2,119,10,3.2,0.9,0.5,247.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3464","sangdaewon1-dong, Seongnam-si, Gyeonggi",55,3942,37.433169,127.164372,"http://aqicn.org/city/korea/gyeonggi/seongnam-si/sangdaewon1-dong/","pm10","2017-03-28 02:00:00","+09:00",4.1,82,1022.2,55,5.8,36.2,NA,6.7,9.6,0.9,0.5,247.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3465","Sangdaewon-dong, Seongnam-si, Gyeonggi",156,3943,37.390588,127.077838,"http://aqicn.org/city/korea/gyeonggi/seongnam-si/sangdaewon-dong/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,69,5.8,31.5,156,7.8,14.5,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3466","Bokjeong-dong, Seongnam-si, Gyeonggi",66,3944,37.45637,127.130586,"http://aqicn.org/city/korea/gyeonggi/seongnam-si/bokjeong-dong/","pm10","2017-03-28 01:00:00","+09:00",4.1,82,1022.2,66,7.2,68.5,NA,12.3,5.6,0.9,0.5,247.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3467","Yeongtong-dong, Suwon-si, Gyeonggi",155,3945,37.246927,127.056315,"http://aqicn.org/city/korea/gyeonggi/suwon-si/yeongtong-dong/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,71,5.8,32.5,155,10,16,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3468","Uman-dong, Suwon-si, Gyeonggi",153,3946,37.291272,127.070818,"http://aqicn.org/city/korea/gyeonggi/suwon-si/uman-dong/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,83,5.8,56.6,153,8.9,4,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3469","Sinpung-dong, Suwon-si, Gyeonggi",151,3947,37.283798,127.010472,"http://aqicn.org/city/korea/gyeonggi/suwon-si/sinpung-dong/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,65,7.2,33.4,151,8.9,21.6,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3470","Cheoncheon-dong, Suwon-si, Gyeonggi",147,3948,37.292756,126.975303,"http://aqicn.org/city/korea/gyeonggi/suwon-si/cheoncheon-dong/","pm25","2017-03-28 01:00:00","+09:00",3.4,91,1022.5,74,5.8,26,147,7.8,25.6,0.8,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3471","Gosaek-dong, Suwon-si, Gyeonggi",66,3949,37.252226,126.976304,"http://aqicn.org/city/korea/gyeonggi/suwon-si/gosaek-dong/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,66,4.3,51.1,NA,11.2,3.2,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3472","Jeongwang-dong, Siheung-si, Gyeonggi",147,3950,37.346812,126.740083,"http://aqicn.org/city/korea/gyeonggi/siheung-si/jeongwang-dong/","pm25","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,62,5.8,19.5,147,7.8,28.9,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3473","Daeya-dong, Siheung-si, Gyeonggi",72,3951,37.443057,126.788402,"http://aqicn.org/city/korea/gyeonggi/siheung-si/daeya-dong/","pm10","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,72,7.2,57.7,NA,11.2,2.4,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3474","Hosu-dong, Ansan-si, Gyeonggi",54,3952,37.304889,126.833521,"http://aqicn.org/city/korea/gyeonggi/ansan-si/hosu-dong/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,54,5.8,18.6,NA,5.6,28.9,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3475","Bugok-dong, Ansan-si, Gyeonggi",137,3953,37.301231,126.845074,"http://aqicn.org/city/korea/gyeonggi/ansan-si/bugok-dong/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,78,7.2,58.7,137,11.2,1.6,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3476","Daebu-dong, Ansan-si, Gyeonggi",134,3954,37.243462,126.585286,"http://aqicn.org/city/korea/gyeonggi/ansan-si/daebu-dong/","pm25","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,66,5.8,13,134,6.7,32.8,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3477","Bono, Ansan-si, Gyeonggi",68,3955,37.301231,126.845074,"http://aqicn.org/city/korea/gyeonggi/ansan-si/bono/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,68,4.3,34.3,NA,6.7,15.2,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3478","Gojan-dong, Ansan-si, Gyeonggi",65,3956,37.322304,126.832089,"http://aqicn.org/city/korea/gyeonggi/ansan-si/gojan-dong/","pm10","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,65,5.8,37.1,NA,6.7,12.8,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3479","Wonsi-dong, Ansan-si, Gyeonggi",144,3957,37.305255,126.788503,"http://aqicn.org/city/korea/gyeonggi/ansan-si/wonsi-dong/","pm25","2017-03-28 02:00:00","+09:00",5.2,83,1022.3,60,18.6,16.7,144,6.7,25.6,1.1,NA,225,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3480","Anyang-6dong, Anyang-si, Gyeonggi",109,3958,37.389996,126.930583,"http://aqicn.org/city/korea/gyeonggi/anyang-si/anyang-6dong/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,74,5.8,40.8,109,7.8,9.6,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3481","Burim-dong, Anyang-si, Gyeonggi",69,3959,37.394327,126.956859,"http://aqicn.org/city/korea/gyeonggi/anyang-si/burim-dong/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,69,4.3,43.6,NA,10,4.8,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3482","Hogye-dong, Anyang-si, Gyeonggi",74,3960,37.381136,126.952641,"http://aqicn.org/city/korea/gyeonggi/anyang-si/hogye-dong/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,74,7.2,48.2,NA,5.6,13.6,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3483","Gwangjeok-myeon, Yangju-si, Gyeonggi",164,3961,37.79239,126.987168,"http://aqicn.org/city/korea/gyeonggi/yangju-si/gwangjeok-myeon/","pm25","2017-03-28 02:00:00","+09:00",1.1,84,1022.2,58,4.3,29.7,164,8.9,6.4,0.6,0.8,67.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3484","Giheung, Yongin-si, Gyeonggi",149,3962,37.280224,127.11514,"http://aqicn.org/city/korea/gyeonggi/yongin-si/giheung/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,72,2.9,29.7,149,8.9,6.4,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3485","Suji, Yongin-si, Gyeonggi",65,3963,37.327927,127.095215,"http://aqicn.org/city/korea/gyeonggi/yongin-si/suji/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,65,7.2,45.4,NA,10,5.6,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3486","Bugok, Uiwang-si, Gyeonggi",77,3964,37.319402,126.950434,"http://aqicn.org/city/korea/gyeonggi/uiwang-si/bugok/","pm10","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,77,4.3,38.9,NA,7.8,9.6,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3487",", Paju-si, Gyeonggi",152,3966,37.723148,126.756434,"http://aqicn.org/city/korea/gyeonggi/paju-si//","pm25","2017-03-28 02:00:00","+09:00",-0.4,92,1022.1,67,7.2,37.1,152,10,1.6,1.4,0.1,67.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3488","Anjung, Pyeongtaek-si, Gyeonggi",69,3967,36.985703,126.931939,"http://aqicn.org/city/korea/gyeonggi/pyeongtaek-si/anjung/","pm10","2017-03-28 02:00:00","+09:00",9.9,53,1024,69,7.2,12.1,NA,5.6,24.1,9.7,1.1,315,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3489","Pyeongtaekhang, Pyeongtaek-si, Gyeonggi",74,3968,36.974605,126.84554,"http://aqicn.org/city/korea/gyeonggi/pyeongtaek-si/pyeongtaekhang/","pm10","2017-03-28 02:00:00","+09:00",9.9,53,1024,74,12.9,16.7,NA,6.7,32,9.7,1.1,315,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3490","Dongtan-dong, Hwaseong-si, Gyeonggi",162,3969,37.196921,127.0723,"http://aqicn.org/city/korea/gyeonggi/hwaseong-si/dongtan-dong/","pm25","2017-03-28 02:00:00","+09:00",9.9,53,1024,90,4.3,40.8,162,7.8,1.6,9.7,1.1,315,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3491","Namyang-dong, Hwaseong-si, Gyeonggi",158,3970,37.211479,126.824001,"http://aqicn.org/city/korea/gyeonggi/hwaseong-si/namyang-dong/","pm25","2017-03-28 02:00:00","+09:00",2.3,96,1022.8,74,5.8,35.2,158,7.8,4.8,0.1,NA,202.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"3492","Nonhyeon, Namdong-gu, Incheon",104,3972,37.404167,126.726111,"http://aqicn.org/city/korea/incheon/namdong-gu/nonhyeon/","pm25","2017-03-28 02:00:00","+09:00",4.8,91,1022.9,51,5.8,44.5,104,8.9,10.4,1.6,NA,247.5,NA,NA,NA,NA,NA,2017-03-27 17:10:11
